,val_loss,val_acc,loss,acc
35,0.6385716427214246,0.8847652821179032,0.5847085995004689,0.8879963771960045
36,0.6418665208921502,0.8748814999473333,0.5841154090808324,0.890045197146059
37,0.6357205896394557,0.8988975106211158,0.5843683016702304,0.8894384650536525
38,0.6447887956972626,0.8338365928162634,0.5841194353168293,0.8891263057929725
39,0.6378807301166532,0.885291949018644,0.5837387391204407,0.890159508988766
40,0.6365855728764576,0.8978441768196341,0.5838577061957595,0.8889548380289121
41,0.6373906780691831,0.9078859590604262,0.5834891294217932,0.8900759734072102
42,0.6373317772106301,0.8864857273269899,0.5839075218934748,0.8898517463353243
43,0.6416785927461082,0.8841157262736561,0.5840615373280259,0.8897726073651999
44,0.6397776755572228,0.8704223868543941,0.583397099612311,0.8903002004853857
45,0.6357505586030866,0.8978792879463502,0.584096862466985,0.8890559600457109
46,0.6360652793552897,0.8892595063375583,0.5834975400573029,0.889104322746298
47,0.6383340866621958,0.8908219514764228,0.5830832296788288,0.8908277936055714
48,0.6352383353930252,0.8908219514764228,0.5839583179252256,0.8888449227934436
49,0.6386461827224746,0.8952810645693621,0.5832865045199455,0.889605536212571
50,0.6365667795964177,0.8876970611986938,0.5832275174533791,0.8901331293285637
51,0.6364562931623248,0.8701239422773077,0.5831617687146079,0.8893681193084874
52,0.638130305736806,0.8842210596538043,0.5832459961417055,0.8892582040730189
53,0.6436263800717937,0.865998384888171,0.5829862742040609,0.8899880412226091
54,0.6384971052107904,0.8710894982619992,0.58311653120016,0.8886646618107135
55,0.6364560527692019,0.8854499490888663,0.5829766352308912,0.8891878583257573
56,0.6358059745278403,0.8989501773111899,0.5829864652236244,0.8891702718884177
57,0.6434223131284482,0.8435799304799692,0.5829355958616614,0.8887350075600716
58,0.6415868000978583,0.8818510586004705,0.5837350023027201,0.8886690584200484
59,0.638041723511585,0.8877321723254099,0.5826993117246587,0.8892010481516655
60,0.6348329613598113,0.8899617288718795,0.5827907944726859,0.8893461362597165
61,0.6390909661890847,0.8834486148660511,0.5828095970640692,0.8894076887883083
62,0.635418711487637,0.8962817316807696,0.5825335838002579,0.8907354648074424
63,0.6343879996778038,0.8931743969663987,0.5832996237064564,0.8881502585206289
64,0.6359628209423255,0.8981250658333626,0.5825614349085918,0.8890295803897016
65,0.638006458340106,0.8924897299954355,0.58252357613302,0.889456051495185
66,0.634736383420849,0.8926301745022998,0.5824797978663159,0.8903441665808309
67,0.6346067153787199,0.8968435097082266,0.5830775000468655,0.889086736311055
68,0.6395660157238163,0.8886626171833855,0.5825634590943621,0.8897989870191128
69,0.6411908044142358,0.8799375021944454,0.5827069257541855,0.8888625092307831
70,0.6362731296878187,0.896527509567782,0.5826272064820783,0.8904233055446659
71,0.6359724968275215,0.889031284013904,0.5825315531919619,0.8894164820090746
72,0.6351165927135352,0.8941926196411643,0.5823933588607719,0.8878337026485175
73,0.6351651411382826,0.9014079561813139,0.5825621222247174,0.8886294889360344
74,0.6375261333475019,0.886555949580422,0.5826015626712059,0.8892054447630968
75,0.6381189623404653,0.8829921702187423,0.5822079122980557,0.8904320987675286
76,0.6362758622701983,0.8924721744320775,0.5828945078397291,0.889086736311055
77,0.6339440910031648,0.9026192900530178,0.5827712976824767,0.890396925890753
78,0.6358496696829465,0.8929461746427443,0.5822772592351211,0.8894164820069781
79,0.6391257402914126,0.8888030616902496,0.5824796600173409,0.8892186345869085
80,0.6390616170166542,0.8841332818370141,0.5825507354744295,0.890177095424009
81,0.6347937945912575,0.890944840419929,0.5827995761639334,0.8888581126235447
82,0.6349213787990442,0.8914363961939539,0.5829182481385029,0.8889460448102423
83,0.6372274714387504,0.8877146167620519,0.5823001381628143,0.8887218177341634
84,0.639659627389424,0.8704750535444682,0.5823638420582807,0.8889152685469947
85,0.635581758343258,0.877198834310593,0.5828868201707612,0.8883261228961206
86,0.6339573572912618,0.8885748393665953,0.5828225366347473,0.8885019872674194
87,0.6365867413721419,0.8859590604262491,0.5820176949066985,0.8892669972916887
88,0.6419600288528752,0.8644008286225905,0.5824445098704574,0.888792163485618
89,0.6356455854395836,0.8913310628138057,0.582267901546985,0.8890163905616969
90,0.6380378872146726,0.8736350549489134,0.5823721687376368,0.8882513805353311
91,0.6346115739776413,0.8968610652715846,0.5825768044319772,0.8884931940487496
92,0.6397869502249521,0.8655594958042203,0.582307207960068,0.8894076887925013
93,0.6350975965776327,0.89521084231593,0.5824814397456597,0.8878996517864443
94,0.6394230647977954,0.8538148239176995,0.5827293562015292,0.8875830959164293
95,0.6362767508243318,0.8794283908570626,0.5824731254669042,0.8881722415693998
96,0.6339012354906387,0.9000737333661037,0.5827961201249499,0.8889724244683481
97,0.6377558959262483,0.8889786173238299,0.5825014227547155,0.8875303366044107
98,0.6358863149642827,0.88523928232857,0.5821887145918826,0.8895044141936758
99,0.6352791427699566,0.8792703907868403,0.5827923826856268,0.8882909500172486
