,val_loss,val_acc,loss,acc
0,0.6905938107048811,0.8290088128928057,0.6873731233677742,0.746324434598136
1,0.6757090984278652,0.823619254941891,0.6271206691427709,0.8394622067482538
2,0.6563496649849176,0.8645237175660967,0.6153602476217439,0.8575410643311878
3,0.6483829758972655,0.8642779396790843,0.5976292772032458,0.8678335267820476
4,0.6454978279298805,0.8836241704996314,0.5939830987172786,0.8743580950371074
5,0.6433333876925629,0.8816228362768161,0.592097868129969,0.8776115859470157
6,0.6439823181494991,0.8910677293634353,0.5906319506368117,0.8805661074179593
7,0.6448677820486909,0.8829043924019522,0.5895200799547243,0.8817795715964829
8,0.6413002747681732,0.8889435061971138,0.588806236992786,0.8842328796053465
9,0.6456030432099159,0.8649626066500474,0.5880442476290193,0.8840833948879605
10,0.6389048914448783,0.895245953442646,0.5874944039949375,0.8856046217157328
11,0.6500568139846479,0.8141392507285559,0.5871339885153104,0.8868268791129262
12,0.6383753268116248,0.8987921772409677,0.5870398666469485,0.8851078048608912
13,0.6401007733173089,0.8881535058460026,0.5865452519123437,0.8862377334578592
14,0.6438893619173343,0.863417717074541,0.5862936832898862,0.886980760439647
15,0.6418713718115926,0.8859941715529651,0.5861644075261583,0.8864531673194613
16,0.6463762563557643,0.8470032653347845,0.586035402302024,0.8871214519383632
17,0.641797428090336,0.8579228257434781,0.5857294971526711,0.8879919805866696
18,0.636928604847134,0.8957023980899547,0.585894131521256,0.8875874925236676
19,0.6368914718189449,0.8924897299954355,0.5851338683430969,0.889895712428673
20,0.6376051581528309,0.8970015097784488,0.5855222427575815,0.8881238788667161
21,0.6376608642497209,0.8943506197113865,0.5848353193935065,0.8891307024044038
22,0.6383128224796745,0.8932446192198308,0.585045763312154,0.888752594001604
23,0.6373861439306077,0.903356623714055,0.5849341906782468,0.8884844008300798
24,0.6392369117069971,0.8541834907482181,0.5847641501310636,0.8890691498737154
25,0.637275527852593,0.897071732031881,0.5845350279467494,0.8894252752256478
26,0.638374720466576,0.8978266212562761,0.5845194411780503,0.8884404347367311
27,0.6378627891740346,0.88523928232857,0.5845409397019197,0.8887262143414019
28,0.6380266037777038,0.892191285418349,0.5843561714153646,0.889253807463684
29,0.6383910051781677,0.8717741652329624,0.5840410025100662,0.8901331293285637
30,0.6378755781499109,0.8719497208665427,0.5842190827271693,0.8895395870725478
31,0.6371247080848573,0.8867490607773604,0.5842609857693999,0.8895615701171257
32,0.6425939579596157,0.8741266107229381,0.5839832109431536,0.8900627835833985
33,0.6392183729442944,0.8807626136722727,0.5840566912613879,0.8895527769005523
34,0.6372042689793549,0.8980021768898564,0.5841701896121209,0.889385705741634
